,is_ga,popularity_sg,short_title,listing_count,average_price,median_price,lowest_price,venue_name,venue_popularity,venue_address,venue_city,venue_state,venue_zip,venue_id,headliner
171,0.0,0.591,MercyMe with Crowder,241.0,211.0,119.0,61.0,Legacy Arena at The BJCC,0,2100 Richard Arrington Jr. Blvd,Birmingham,AL,35203,115,Crowder
172,0.0,0.515,Marty Stuart,68.0,139.0,93.0,53.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Marty Stuart
173,1.0,0.434,"of Montreal with Locate S,1 (18+)",2.0,48.0,47.0,47.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,of Montreal
174,1.0,0.0,of Montreal,,,,,The Merry Widow,0,51 S Conception St,Mobile,AL,36602,150708,of Montreal
175,1.0,0.427,Mike Watt (18+),10.0,46.0,40.0,36.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Mike Watt
176,0.0,0.629,Wilco,71.0,214.0,143.0,71.0,Alabama Theatre,0,1817 Third Ave. North,Birmingham,AL,35203,618,Wilco
177,0.0,0.425,Melvins with Redd Kross (18+),26.0,113.0,64.0,51.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Melvins
178,1.0,0.0,Hunks The Show,,,,,Stand Up Live Huntsville,0,2012 Memorial Parkway SW,Huntsville,AL,35801,479883,Hunks The Show
179,0.0,0.0,Nashville Pussy (21+),,,,,The Nick,0,2514 10th Ave S,Birmingham,AL,35205,479986,Nashville Pussy
180,1.0,0.422,X Ambassadors with Bear Hands,20.0,101.0,78.0,61.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Bear Hands
181,0.0,0.614,Bastille with Joywave,92.0,144.0,120.0,69.0,BJCC Concert Hall,0,2100 Richard Arrington Blvd,Birmingham,AL,35203,1281,Joywave
182,0.0,0.485,Mt. Joy with Susto (18+),33.0,82.0,59.0,43.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Susto
183,0.0,0.0,Rend Collective,1.0,46.0,46.0,46.0,Epic Church,0,607 14th Street Southeast,Decatur,AL,35601,477618,Rend Collective
184,1.0,0.449,Matt Maeson,20.0,137.0,84.0,40.0,WorkPlay Theatre,0,500 23rd St S,Birmingham,AL,35233,1164,Matt Maeson
185,0.0,0.447,Moonchild (18+),11.0,187.0,170.0,72.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Moonchild
186,1.0,0.0,"The Called Tour: THE CALLED TOUR - Avalon with Reagan Strange | Muscle Shoals, AL",,,,,Highland Park Baptist Church,0,503 South Wilson Dam Road,Muscle Shoals,AL,35661,227336,The Called Tour
187,0.0,0.0,Switchfoot,66.0,150.0,95.0,70.0,Saenger Theatre Mobile,0,6 South Joachim Street,Mobile,AL,36602,57691,Switchfoot
188,0.0,0.649,The Avett Brothers with Trampled by Turtles,219.0,146.0,127.0,81.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175,The Avett Brothers
189,0.0,0.0,The Black Jacket Symphony,6.0,171.0,189.0,52.0,Bama Theatre,0,600 Greensboro Avenue,Tuscaloosa,AL,35401,1065,The Black Jacket Symphony
190,0.0,0.513,The Fab Four,62.0,135.0,89.0,57.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,The Fab Four
191,0.0,0.662,Eric Church,188.0,230.0,153.0,44.0,Legacy Arena at The BJCC,0,2100 Richard Arrington Jr. Blvd,Birmingham,AL,35203,115,Eric Church
192,1.0,0.0,Aaron Watson (18+),15.0,164.0,123.0,45.0,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671,Aaron Watson
193,1.0,0.0,Perpetual Groove,,,,,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636,Perpetual Groove
194,1.0,0.476,COIN with Dayglow,19.0,127.0,83.0,41.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Dayglow
195,0.0,0.463,Noah Gundersen (18+),6.0,63.0,49.0,42.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Noah Gundersen
196,0.0,0.0,Big Wild,26.0,97.0,58.0,43.0,Druid City Music Hall,0,1307 University Blvd,Tuscaloosa,AL,35401,2364,Big Wild
197,1.0,0.0,The Allman Betts Band with Joanne Shaw Taylor,1.0,50.0,50.0,50.0,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636,Joanne Shaw Taylor
198,0.0,0.0,Danny Gokey,2.0,50.0,49.0,49.0,Clearbranch United Methodist Church,0,8051 Glenn Rd,Trussville,AL,35173,459448,Danny Gokey
199,1.0,0.324,Koe Wetzel,29.0,88.0,57.0,43.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Koe Wetzel
200,0.0,0.355,Matthew Mayfield (18+),1.0,57.0,57.0,57.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Matthew Mayfield
201,1.0,0.536,BoomBox (18+),,,,,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,BoomBox
202,1.0,0.0,Leo Kottke,,,,,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636,Leo Kottke
203,0.0,0.0,Gary Allan,162.0,163.0,117.0,82.0,Saenger Theatre Mobile,0,6 South Joachim Street,Mobile,AL,36602,57691,Gary Allan
204,1.0,0.404,Southern Culture on the Skids (18+),4.0,47.0,44.0,40.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Southern Culture on the Skids
205,0.0,0.453,Jim Parkers Songwriters Series,38.0,57.0,57.0,53.0,Von Braun Center Propst Arena,0,700 Monroe St SW,Huntsville,AL,35801,1808,Jim Parkers Songwriters Series
206,0.0,0.499,Gary Allan,114.0,142.0,130.0,83.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Gary Allan
207,0.0,0.523,KC & The Sunshine Band,66.0,222.0,163.0,77.0,BJCC Concert Hall,0,2100 Richard Arrington Blvd,Birmingham,AL,35203,1281,KC & The Sunshine Band
208,0.0,0.493,Mike Doughty,4.0,54.0,48.0,43.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Mike Doughty
209,0.0,0.621,The Raconteurs,93.0,293.0,138.0,87.0,Alabama Theatre,0,1817 Third Ave. North,Birmingham,AL,35203,618,The Raconteurs
210,0.0,0.0,Frank Foster,9.0,62.0,57.0,46.0,Druid City Music Hall,0,1307 University Blvd,Tuscaloosa,AL,35401,2364,Frank Foster
211,0.0,0.482,Com Truise (18+),20.0,125.0,82.0,44.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Com Truise
212,0.0,0.501,Alice Cooper,61.0,219.0,151.0,87.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Alice Cooper
213,0.0,0.577,Kevin Gates,116.0,155.0,130.0,71.0,BJCC Concert Hall,0,2100 Richard Arrington Blvd,Birmingham,AL,35203,1281,Kevin Gates
214,1.0,0.379,Kikagaku Moyo with Minami Deutsch (18+),1.0,38.0,38.0,38.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Kikagaku Moyo
215,0.0,0.393,Crumb with Divino Nino (18+),13.0,81.0,90.0,37.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Crumb
216,0.0,0.521,Alice Cooper,222.0,189.0,144.0,51.0,Von Braun Center Concert Hall,0,700 Monroe Street,Huntsville,AL,35801,1447,Alice Cooper
217,0.0,0.566,Five Finger Death Punch,380.0,165.0,153.0,71.0,Von Braun Center Propst Arena,0,700 Monroe St SW,Huntsville,AL,35801,1808,Five Finger Death Punch
218,0.0,0.726,Jonas Brothers with Bebe Rexha,460.0,306.0,260.0,68.0,Legacy Arena at The BJCC,0,2100 Richard Arrington Jr. Blvd,Birmingham,AL,35203,115,Jonas Brothers
219,1.0,0.395,Bob Schneider (18+),1.0,48.0,48.0,48.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Bob Schneider
220,0.0,0.591,Goo Goo Dolls with Beach Slang,154.0,163.0,103.0,72.0,Von Braun Center Concert Hall,0,700 Monroe Street,Huntsville,AL,35801,1447,Goo Goo Dolls
221,1.0,0.444,Big K.R.I.T.,17.0,81.0,57.0,47.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Big K.R.I.T.
222,0.0,0.397,The Lacs with Black Stone Cherry (18+),34.0,119.0,83.0,48.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626,Black Stone Cherry
223,0.0,0.596,Kip Moore,110.0,175.0,106.0,67.0,Alabama Theatre,0,1817 Third Ave. North,Birmingham,AL,35203,618,Kip Moore
224,0.0,0.315,Jimmy Herring and The 5 of 7,12.0,179.0,156.0,54.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Jimmy Herring and The 5 of 7
225,0.0,0.451,Gaither Vocal Band,36.0,158.0,83.0,61.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Gaither Vocal Band
226,0.0,0.463,Fruit Bats with Skyway Man (18+),10.0,51.0,45.0,36.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Fruit Bats
227,0.0,0.477,TobyMac,49.0,183.0,140.0,62.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,TobyMac
228,0.0,0.0,Mary Chapin Carpenter with Shawn Colvin,5.0,209.0,219.0,107.0,Alys Stephens Center,0,1200 10th Ave South,Birmingham,AL,35294,2255,Shawn Colvin
229,0.0,0.0,Kelsey Waldon,1.0,56.0,56.0,56.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Kelsey Waldon
230,0.0,0.57,Joe Bonamassa,94.0,272.0,201.0,115.0,BJCC Concert Hall,0,2100 Richard Arrington Blvd,Birmingham,AL,35203,1281,Joe Bonamassa
231,0.0,0.0,Bela Fleck,2.0,109.0,106.0,106.0,Woltosz Theatre at Gogue Performing Arts Center at Auburn University,0,910 South College Street,Auburn,AL,36830,480740,Bela Fleck
232,0.0,0.0,Bela Fleck,5.0,177.0,206.0,101.0,Alys Stephens Center,0,1200 10th Ave South,Birmingham,AL,35294,2255,Bela Fleck
233,1.0,0.422,Perpetual Groove (18+),17.0,54.0,51.0,44.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Perpetual Groove
234,1.0,0.459,Sister Hazel,23.0,78.0,63.0,47.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Sister Hazel
235,0.0,0.481,Kansas,171.0,182.0,135.0,107.0,Von Braun Center Concert Hall,0,700 Monroe Street,Huntsville,AL,35801,1447,Kansas
236,0.0,0.44,White Denim with Spaceface (18+),7.0,67.0,54.0,40.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,White Denim
237,1.0,0.491,New Found Glory with Hawthorne Heights and Free Throw (18+),22.0,226.0,98.0,49.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Hawthorne Heights
238,1.0,0.409,Rumours,14.0,87.0,57.0,41.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Rumours (Fleetwood Mac Tribute)
239,0.0,0.53,Home Free,78.0,141.0,96.0,46.0,BJCC Concert Hall,0,2100 Richard Arrington Blvd,Birmingham,AL,35203,1281,Home Free
240,0.0,0.545,Sara Evans,123.0,178.0,116.0,83.0,Von Braun Center Concert Hall,0,700 Monroe Street,Huntsville,AL,35801,1447,Sara Evans
241,0.0,0.499,Taylor Hicks,14.0,98.0,95.0,80.0,The Lyric Theatre,0,1800 3rd Ave N,Birmingham,AL,35203,216877,Taylor Hicks
242,1.0,0.518,Chris Tomlin,35.0,187.0,108.0,57.0,Alabama Theatre,0,1817 Third Ave. North,Birmingham,AL,35203,618,Chris Tomlin
243,0.0,0.429,Riot Ten with Dr. Ozi (18+),7.0,60.0,57.0,34.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Dr. Ozi
244,1.0,0.436,Yacht Rock Revue,13.0,123.0,96.0,59.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Yacht Rock Revue
245,1.0,0.0,Behold the Lamb of God 2019,,,,,The Church at Brook Hills,0,3145 Brook Highland Parkway,Birmingham,AL,35242,453106,Behold the Lamb of God 2019
246,0.0,0.523,Pile with Treadles (18+),,,,,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Pile
247,0.0,0.56,Jim Brickman,106.0,141.0,104.0,88.0,Von Braun Center Concert Hall,0,700 Monroe Street,Huntsville,AL,35801,1447,Jim Brickman
248,0.0,0.564,Jim Brickman,25.0,100.0,87.0,73.0,The Lyric Theatre,0,1800 3rd Ave N,Birmingham,AL,35203,216877,Jim Brickman
249,0.0,0.562,Jim Brickman,39.0,101.0,102.0,73.0,The Lyric Theatre,0,1800 3rd Ave N,Birmingham,AL,35203,216877,Jim Brickman
250,1.0,0.456,J. Holiday,,,,,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,J. Holiday
251,0.0,0.526,Joe Bonamassa,82.0,264.0,241.0,125.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Joe Bonamassa
252,0.0,0.503,Home Free Vocal Band with Home Free,36.0,71.0,63.0,39.0,Alaska State Fair Borealis Theatre,0,2075 Glenn Highway,Palmer,AK,99645,2261,Home Free
253,0.0,0.61,Shinedown,30.0,129.0,105.0,82.0,Alaska State Fair Borealis Theatre,0,2075 Glenn Highway,Palmer,AK,99645,2261,Shinedown
254,0.0,0.567,Dustin Lynch,27.0,191.0,89.0,59.0,Alaska State Fair Borealis Theatre,0,2075 Glenn Highway,Palmer,AK,99645,2261,Dustin Lynch
255,0.0,0.574,Kansas,21.0,131.0,76.0,66.0,Alaska State Fair Borealis Theatre,0,2075 Glenn Highway,Palmer,AK,99645,2261,Kansas
256,0.0,0.613,Newsboys,14.0,88.0,66.0,58.0,Alaska State Fair Borealis Theatre,0,2075 Glenn Highway,Palmer,AK,99645,2261,Newsboys
257,0.0,0.568,Tower of Power,61.0,119.0,108.0,61.0,Alaska State Fair Borealis Theatre,0,2075 Glenn Highway,Palmer,AK,99645,2261,Tower of Power
258,0.0,0.566,Slightly Stoopid,11.0,75.0,71.0,60.0,Alaska State Fair Borealis Theatre,0,2075 Glenn Highway,Palmer,AK,99645,2261,Slightly Stoopid
259,0.0,0.605,Dropkick Murphys,31.0,177.0,83.0,58.0,Alaska State Fair Borealis Theatre,0,2075 Glenn Highway,Palmer,AK,99645,2261,Dropkick Murphys
260,0.0,0.529,Cole Swindell,38.0,115.0,89.0,67.0,Alaska State Fair Borealis Theatre,0,2075 Glenn Highway,Palmer,AK,99645,2261,Cole Swindell
261,0.0,0.501,Elle King,20.0,130.0,71.0,53.0,Alaska State Fair Borealis Theatre,0,2075 Glenn Highway,Palmer,AK,99645,2261,Elle King
262,0.0,0.404,Lucifer,,,,,Club Red,0,1306 West University Drive,Mesa,AZ,85201,4066,Lucifer
263,1.0,0.501,Touche Amore with Jeromes Dream,1.0,48.0,48.0,48.0,The Rebel Lounge,0,2303 E. Indian School Road,Phoenix,AZ,85016,78793,Touche Amore
264,1.0,0.462,Cattle Decapitation with Carnifex and The Faceless and Nekrogoblikon and Rivers Of Nihil,,,,,Club Red,0,1306 West University Drive,Mesa,AZ,85201,4066,Carnifex
265,0.0,0.52,Stunna 4 Vegas,1.0,77.0,77.0,77.0,The Pressroom,0,441 West Madison Street,Phoenix,AZ,85003,53772,Stunna 4 Vegas
266,0.0,0.597,Collective Soul with Gin Blossoms,40.0,99.0,93.0,51.0,Comerica Theatre,0,400 West Washington Street,Phoenix,AZ,85003,3416,Collective Soul
267,1.0,0.411,McCafferty with Carousel Kings,1.0,61.0,61.0,61.0,The Rebel Lounge,0,2303 E. Indian School Road,Phoenix,AZ,85016,78793,Carousel Kings
268,1.0,0.623,Nicole Dollanganger (16+),1.0,99.0,99.0,99.0,Valley Bar,0,130 N Central Ave,Phoenix,AZ,85004,71620,Nicole Dollanganger
269,0.0,0.633,The B-52s with Berlin and OMD,45.0,120.0,109.0,30.0,Comerica Theatre,0,400 West Washington Street,Phoenix,AZ,85003,3416,The B-52s
270,1.0,0.0,3TEETH,6.0,89.0,86.0,64.0,191 Toole,0,191 E. Toole Ave,Tucson,AZ,85701,58073,3TEETH
271,1.0,0.428,Hibou with PRO TEENS,3.0,68.0,63.0,54.0,The Rebel Lounge,0,2303 E. Indian School Road,Phoenix,AZ,85016,78793,Hibou
272,1.0,0.462,Alex Lahey (16+),5.0,99.0,94.0,87.0,Valley Bar,0,130 N Central Ave,Phoenix,AZ,85004,71620,Alex Lahey
273,1.0,0.544,Passafire (21+),6.0,52.0,33.0,23.0,Crescent Ballroom,0,308 N 2nd Ave,Phoenix,AZ,85003,7698,Passafire
274,1.0,0.618,Slightly Stoopid,7.0,90.0,85.0,85.0,Pepsi Amphitheater,0,2446 Fort Tuthill Loop,Flagstaff,AZ,86001,8990,Slightly Stoopid
275,1.0,0.0,Jason Boland,,,,,Rockbar Inc.,0,4245 North Craftsman Court,Scottsdale,AZ,85251,39234,Jason Boland
276,0.0,0.0,TWIN PONIES,,,,,The Trunk Space,0,1506 NorthWest Grand Avenue,Phoenix,AZ,85007,7888,TWIN PONIES
277,0.0,0.362,Helion Prime with Novareign,,,,,Club Red,0,1306 West University Drive,Mesa,AZ,85201,4066,Helion Prime
278,1.0,0.476,3TEETH with Author & Punisher (21+),9.0,71.0,53.0,43.0,The Rebel Lounge,0,2303 E. Indian School Road,Phoenix,AZ,85016,78793,Author & Punisher
279,1.0,0.0,The Moth,,,,,Crescent Ballroom,0,308 N 2nd Ave,Phoenix,AZ,85003,7698,The Moth
280,0.0,0.0,Goatwhore with Ringworm,,,,,The Green Room,0,15 N. Agassiz St.,Flagstaff,AZ,86001,9579,Goatwhore
281,0.0,0.519,Godspeed You! Black Emperor,7.0,71.0,66.0,58.0,Rialto Theatre,0,318 E. Congress Street,Tucson,AZ,85701,159,Godspeed You! Black Emperor
282,0.0,0.383,Tyr,,,,,Club Red,0,1306 West University Drive,Mesa,AZ,85201,4066,Tyr
283,1.0,0.0,The Black Moods,,,,,136 N Park Ave,0,136 North Park Avenue,Tucson,AZ,85719,466129,The Black Moods
284,0.0,0.0,Gilby Clarke,1.0,50.0,50.0,50.0,BLK Live,0,7301 East Butherus Drive,Scottsdale,AZ,85260,347465,Gilby Clarke
285,0.0,0.482,Free Summer Concert Series - Elektric Voodoo,,,,,Chandler Center for the Arts,0,250 North Arizona Avenue,Chandler,AZ,85225,1147,Free Summer Concert Series
286,0.0,0.0,Radney Foster,6.0,71.0,77.0,53.0,Musical Instrument Museum,0,4725 East Mayo Boulevard,Phoenix,AZ,85050,5704,Radney Foster
287,0.0,0.639,Chris Young with Chris Janson,173.0,151.0,136.0,56.0,Ak-Chin Pavilion,0,2121 North 83rd Avenue,Phoenix,AZ,85035,143,Chris Young
288,1.0,0.509,Corrosion Of Conformity with Crowbar and Quaker City Night Hawks,1.0,58.0,58.0,58.0,Encore,0,5851 East Speedway Boulevard,Tucson,AZ,85712,72985,Corrosion Of Conformity
289,0.0,0.594,Calexico with Iron & Wine,9.0,88.0,80.0,61.0,Orpheum Theatre Phoenix,0,203 W. Adams Street,Phoenix,AZ,85003,1208,Calexico
290,0.0,0.401,Lingerieve 13,,,,,Club Red,0,1306 West University Drive,Mesa,AZ,85201,4066,Lingerieve 13
291,0.0,0.0,Fayuca,,,,,Yucca Tap Room,0,29 W. Southern Ave.,Tempe,AZ,85282,7701,Fayuca
292,1.0,0.0,Woodstock 50th Anniversary,,,,,Hotel Congress,0,311 E. Congress St.,Tucson,AZ,85701,765,Woodstock 50th Anniversary
293,0.0,0.553,George Clinton with Fishbone,30.0,287.0,296.0,175.0,Celebrity Theatre,0,440 North 32nd Street,Phoenix,AZ,85008,160,George Clinton
294,1.0,0.433,Cold Hart,3.0,60.0,62.0,56.0,The Rebel Lounge,0,2303 E. Indian School Road,Phoenix,AZ,85016,78793,Cold Hart
295,1.0,0.521,Summer Salt (16+),,,,,Crescent Ballroom,0,308 N 2nd Ave,Phoenix,AZ,85003,7698,Summer Salt
296,0.0,0.536,Wayne Newton,7.0,106.0,105.0,93.0,Ovations LIVE! at Wild Horse Pass Resort and Casino,0,5040 Wild Horse Pass Boulevard,Chandler,AZ,85226,8901,Wayne Newton
297,1.0,0.0,The Chris Mitchell Experience,,,,,Hyatt Regency Scottsdale Resort & Spa at Gainey Ranch,0,7500 East Doubletree Ranch Road,Scottsdale,AZ,85258,179480,The Chris Mitchell Experience
298,0.0,0.639,Justin Hayward (21+),59.0,128.0,132.0,52.0,Talking Stick Resort,0,9800 E. Indian Bend Road,Scottsdale,AZ,85256,3581,Justin Hayward
299,0.0,0.502,Calexico with Iron & Wine,6.0,155.0,137.0,129.0,Rialto Theatre,0,318 E. Congress Street,Tucson,AZ,85701,159,Calexico
300,1.0,0.329,Big Finish,,,,,Last Exit Live,0,717 South Central Avenue,Phoenix,AZ,85004,42116,Big Finish
301,1.0,0.0,Salvatore Ganacci,,,,,Maya Day & Nightclub,0,7333 East Indian Plaza,Scottsdale,AZ,85251,52228,Salvatore Ganacci
302,0.0,0.561,Justin Hayward,,,,,Fox Tucson Theatre,0,17 West Congress Street,Tucson,AZ,85701,1861,Justin Hayward
303,0.0,0.463,Clementine Von Radics,,,,,The Rebel Lounge,0,2303 E. Indian School Road,Phoenix,AZ,85016,78793,Clementine Von Radics
304,1.0,0.482,Kyle Craft (16+),1.0,98.0,98.0,98.0,Valley Bar,0,130 N Central Ave,Phoenix,AZ,85004,71620,Kyle Craft
305,1.0,0.0,Move In Day,,,,,Aura Nightclub,0,411 South Mill Avenue,Tempe,AZ,85281,449404,Move In Day
306,0.0,0.498,August Alsina,6.0,85.0,83.0,77.0,Marquee Theatre,0,730 North Mill Avenue,Tempe,AZ,85281,753,August Alsina
307,1.0,0.0,Grails,,,,,Club Congress,0,311 East Congress Street,Tucson,AZ,85701,412055,Grails
308,1.0,0.0,Desert City Jazz,,,,,The Nash,0,110 East Roosevelt Street,Phoenix,AZ,85004,75714,Desert City Jazz
309,0.0,0.2,Flynt Flossy with Turquoise Jeep (21+),2.0,55.0,41.0,41.0,Last Exit Live,0,717 South Central Avenue,Phoenix,AZ,85004,42116,Turquoise Jeep
310,1.0,0.31,Lil Lotus with smrtdeath and guccihighwaters,3.0,80.0,92.0,52.0,Club Red,0,1306 West University Drive,Mesa,AZ,85201,4066,guccihighwaters
311,0.0,0.546,Mogwai (16+),9.0,73.0,70.0,63.0,Crescent Ballroom,0,308 N 2nd Ave,Phoenix,AZ,85003,7698,Mogwai
312,1.0,0.0,Kyle Craft,6.0,82.0,82.0,52.0,191 Toole,0,191 E. Toole Ave,Tucson,AZ,85701,58073,Kyle Craft
313,1.0,0.433,Kindo,8.0,70.0,47.0,34.0,The Rebel Lounge,0,2303 E. Indian School Road,Phoenix,AZ,85016,78793,Kindo
314,1.0,0.445,Generationals with Pure Bathing Culture,,,,,Valley Bar,0,130 N Central Ave,Phoenix,AZ,85004,71620,Generationals
315,1.0,0.0,i_o,,,,,Maya Day & Nightclub,0,7333 East Indian Plaza,Scottsdale,AZ,85251,52228,i_o
316,1.0,0.512,Stick To Your Guns with Counterparts,2.0,119.0,110.0,110.0,Encore,0,5851 East Speedway Boulevard,Tucson,AZ,85712,72985,Stick To Your Guns
317,1.0,0.0,OSHUN,,,,,Club Congress,0,311 East Congress Street,Tucson,AZ,85701,412055,OSHUN
318,0.0,0.481,Tom Keifer,3.0,139.0,162.0,80.0,Marquee Theatre,0,730 North Mill Avenue,Tempe,AZ,85281,753,Tom Keifer
319,0.0,0.375,Tilian,4.0,75.0,73.0,73.0,Pub Rock,0,8005 East Roosevelt Street,Scottsdale,AZ,85257,12093,Tilian
320,0.0,0.576,Steve Earle,34.0,131.0,120.0,83.0,Mesa Arts Center,0,1 East Main Street,Mesa,AZ,85201,923,Steve Earle
321,0.0,0.625,The Avett Brothers with Lake Street Dive,156.0,111.0,98.0,52.0,Comerica Theatre,0,400 West Washington Street,Phoenix,AZ,85003,3416,The Avett Brothers
322,0.0,0.491,Boris (21+),4.0,97.0,96.0,89.0,Valley Bar,0,130 N Central Ave,Phoenix,AZ,85004,71620,Boris
323,1.0,0.483,Bad Books (16+),1.0,74.0,74.0,74.0,Crescent Ballroom,0,308 N 2nd Ave,Phoenix,AZ,85003,7698,Bad Books
324,0.0,0.515,Katchafire,16.0,82.0,63.0,54.0,Marquee Theatre,0,730 North Mill Avenue,Tempe,AZ,85281,753,Katchafire
325,1.0,0.449,Jakob Ogawa (16+),,,,,Valley Bar,0,130 N Central Ave,Phoenix,AZ,85004,71620,Jakob Ogawa
326,0.0,0.0,Jimmy Thackery (21+),,,,,Rhythm Room,0,1019 East Indian School Road,Phoenix,AZ,85014,1414,Jimmy Thackery
327,1.0,0.0,Convictions (16+),,,,,Pub Rock,0,8005 East Roosevelt Street,Scottsdale,AZ,85257,12093,Convictions
328,0.0,0.0,John Jorgenson,8.0,99.0,83.0,71.0,Musical Instrument Museum,0,4725 East Mayo Boulevard,Phoenix,AZ,85050,5704,John Jorgenson
329,0.0,0.458,HEADSTRUM,,,,,The Rebel Lounge,0,2303 E. Indian School Road,Phoenix,AZ,85016,78793,HEADSTRUM
330,1.0,0.48,Crash Test Dummies,6.0,86.0,68.0,63.0,Marquee Theatre,0,730 North Mill Avenue,Tempe,AZ,85281,753,Crash Test Dummies
331,0.0,0.0,Molly Burch,,,,,191 Toole,0,191 E. Toole Ave,Tucson,AZ,85701,58073,Molly Burch
332,0.0,0.0,DASH,,,,,Rhythm Room,0,1019 East Indian School Road,Phoenix,AZ,85014,1414,DASH
333,1.0,0.439,Alesana with Capture The Crown,,,,,Club Red,0,1306 West University Drive,Mesa,AZ,85201,4066,Alesana
334,0.0,0.439,Tunes For Teens Charity Show,,,,,Pub Rock,0,8005 East Roosevelt Street,Scottsdale,AZ,85257,12093,Tunes For Teens Charity Show
335,1.0,0.409,SIDEWINDERS 30TH ANNIVERSARY of WITCHDOCTOR,,,,,Valley Bar,0,130 N Central Ave,Phoenix,AZ,85004,71620,SIDEWINDERS 30TH ANNIVERSARY of WITCHDOCTOR
336,0.0,0.47,Free Summer Concert Series -  Jacome Flamenco presents SOL y LUNA,,,,,Chandler Center for the Arts,0,250 North Arizona Avenue,Chandler,AZ,85225,1147,Free Summer Concert Series
337,1.0,0.0,Crash Test Dummies,1.0,82.0,82.0,82.0,Orpheum Theater,0,15 W Aspen Ave,Flagstaff,AZ,86001,164462,Crash Test Dummies
338,0.0,0.387,80s Monsoon with STRANGELOVE & Electric Duke,13.0,92.0,75.0,43.0,Rialto Theatre,0,318 E. Congress Street,Tucson,AZ,85701,159,Strangelove - The Depeche Mode Experience
